MouseID,Age_weeks,Sex,Weight_g,BMI,Dose_mg_per_kg,Responder,Time_h,Concentration,Effect
2,7.769096388072776,Female,30.964109288301515,0.3855789003678819,10,1,21.38888888888889,0.025405266858366804,0
2,7.769096388072776,Female,30.964109288301515,0.3855789003678819,10,1,24,0,0
3,17.23113667536879,Female,24.80774905903575,0.3341413097361905,3,1,0.5,2.350738962414768,12.364878224809907
3,17.23113667536879,Female,24.80774905903575,0.3341413097361905,3,1,3.111111111111111,1.7091611777030817,10.674955125582475
3,17.23113667536879,Female,24.80774905903575,0.3341413097361905,3,1,5.722222222222222,0.95898398,9.880922468
3,17.23113667536879,Female,24.80774905903575,0.3341413097361905,3,1,8.333333333333334,0.5160222619180926,1.014962596528127
3,17.23113667536879,Female,24.80774905903575,0.3341413097361905,3,1,10.944444444444445,0.23895729900322873,0
3,17.23113667536879,Female,24.80774905903575,0.3341413097361905,3,1,13.555555555555555,0.012342129493512127,0
3,17.23113667536879,Female,24.80774905903575,0.3341413097361905,3,1,16.166666666666668,0,3.489553611836776
3,17.23113667536879,Female,24.80774905903575,0.3341413097361905,3,1,18.77777777777778,0,1.5674702230869069
3,17.23113667536879,Female,24.80774905903575,0.3341413097361905,3,1,21.38888888888889,0.060111004,5.665791872
3,17.23113667536879,Female,24.80774905903575,0.3341413097361905,3,1,24,0.073654597,2.2559676895479632
4,11.454932388245101,Female,24.87665945185009,0.4270917930221385,30,1,0.5,27.455465840249655,68.73401588063845
4,11.454932388245101,Female,24.87665945185009,0.4270917930221385,30,1,3.111111111111111,17.35090044598452,53.44268891633087
4,11.454932388245101,Female,24.87665945185009,0.4270917930221385,30,1,5.722222222222222,10.85068783209829,36.283370048005345
4,11.454932388245101,Female,24.87665945185009,0.4270917930221385,30,1,8.333333333333334,6.951636773,27.902772007969993
4,11.454932388245101,Female,24.87665945185009,0.4270917930221385,30,1,10.944444444444445,4.568123920661515,22.01009893526636
4,11.454932388245101,Female,24.87665945185009,0.4270917930221385,30,1,13.555555555555555,2.6022402371388056,9.170939277
4,11.454932388245101,Female,24.87665945185009,0.4270917930221385,30,1,16.166666666666668,1.9243795134257233,13.475034714809409
4,11.454932388245101,Female,24.87665945185009,0.4270917930221385,30,1,18.77777777777778,1.0360191258555693,5.773221178234777
4,11.454932388245101,Female,24.87665945185009,0.4270917930221385,30,1,21.38888888888889,0.7051667224448732,3.3908892429312942
4,11.454932388245101,Female,24.87665945185009,0.4270917930221385,30,1,24,0.3459549947055131,1.8315365740302614
5,10.057570421318006,Female,27.518453386235734,0.45742570956417616,100,1,0.5,92.51323808196383,90.65333389
5,10.057570421318006,Female,27.518453386235734,0.45742570956417616,100,1,3.111111111111111,60.18617528753471,86.85028287737266
5,10.057570421318006,Female,27.518453386235734,0.45742570956417616,100,1,5.722222222222222,39.872846586339584,77.34302269181335
5,10.057570421318006,Female,27.518453386235734,0.45742570956417616,100,1,8.333333333333334,25.514709598271487,68.54931411257826
5,10.057570421318006,Female,27.518453386235734,0.45742570956417616,100,1,10.944444444444445,17.370169903950732,52.944104205243065
5,10.057570421318006,Female,27.518453386235734,0.45742570956417616,100,1,13.555555555555555,10.952342332733881,38.97926427631348
5,10.057570421318006,Female,27.518453386235734,0.45742570956417616,100,1,16.166666666666668,7.096846669032146,31.029479954185376
5,10.057570421318006,Female,27.518453386235734,0.45742570956417616,100,1,18.77777777777778,5.131756636558766,25.09670804298779
5,10.057570421318006,Female,27.518453386235734,0.45742570956417616,100,1,21.38888888888889,3.2393494743798277,4.119463146665101
5,10.057570421318006,Female,27.518453386235734,0.45742570956417616,100,1,24,1.6194910227577768,1.8495128915341699
6,10.42545206583964,Female,29.89738919,0.32180380342367637,3,1,0.5,2.831835337732041,10.297382366299638
6,10.42545206583964,Female,29.89738919,0.32180380342367637,3,1,3.111111111111111,1.6648102507818041,9.798064656812166
6,10.42545206583964,Female,29.89738919,0.32180380342367637,3,1,5.722222222222222,1.2595960153886037,5.150711417246474
6,10.42545206583964,Female,29.89738919,0.32180380342367637,3,1,8.333333333333334,0.9158143733582758,3.855718887681789
6,10.42545206583964,Female,29.89738919,0.32180380342367637,3,1,10.944444444444445,0.13155669611199844,4.9618132593327005
6,10.42545206583964,Female,29.89738919,0.32180380342367637,3,1,13.555555555555555,0,1.3605968660061285
6,10.42545206583964,Female,29.89738919,0.32180380342367637,3,1,16.166666666666668,0.2959037251810265,0.030155475
6,10.42545206583964,Female,29.89738919,0.32180380342367637,3,1,18.77777777777778,0.4470761377851554,0
6,10.42545206583964,Female,29.89738919,0.32180380342367637,3,1,21.38888888888889,0.12714140964624984,10.18937170005177
6,10.42545206583964,Female,29.89738919,0.32180380342367637,3,1,24,0,0
7,11.27796145632862,Male,26.782075187203326,0.383734252,30,1,0.5,27.20527887217966,64.63253152651393
7,11.27796145632862,Male,26.782075187203326,0.383734252,30,1,3.111111111111111,16.144404230445048,52.582495591908774
7,11.27796145632862,Male,26.782075187203326,0.383734252,30,1,5.722222222222222,9.847942655889854,35.73911076035171
7,11.27796145632862,Male,26.782075187203326,0.383734252,30,1,8.333333333333334,6.207519697353702,25.97883170554249
7,11.27796145632862,Male,26.782075187203326,0.383734252,30,1,10.944444444444445,3.427451522272856,19.505549732642468
7,11.27796145632862,Male,26.782075187203326,0.383734252,30,1,13.555555555555555,2.2712205448493554,8.710465875
7,11.27796145632862,Male,26.782075187203326,0.383734252,30,1,16.166666666666668,1.5688404973001873,7.730502003060168
7,11.27796145632862,Male,26.782075187203326,0.383734252,30,1,18.77777777777778,1.2075760960402024,5.868550818278493
7,11.27796145632862,Male,26.782075187203326,0.383734252,30,1,21.38888888888889,0.4110481521921915,1.2990971273219236
7,11.27796145632862,Male,26.782075187203326,0.383734252,30,1,24,0.6063928820788405,0
8,10.279524210730422,Female,33.58141171902782,0.33205320368788693,100,1,0.5,94.94366433887272,89.87803419
8,10.279524210730422,Female,33.58141171902782,0.33205320368788693,100,1,3.111111111111111,71.07036641840791,80.63252025626988
8,10.279524210730422,Female,33.58141171902782,0.33205320368788693,100,1,5.722222222222222,53.10401133,81.28461581
8,10.279524210730422,Female,33.58141171902782,0.33205320368788693,100,1,8.333333333333334,40.06096443763129,77.10594519
8,10.279524210730422,Female,33.58141171902782,0.33205320368788693,100,1,10.944444444444445,29.75108997101461,69.02468001146539
8,10.279524210730422,Female,33.58141171902782,0.33205320368788693,100,1,13.555555555555555,22.08211037941373,58.323010081759364
8,10.279524210730422,Female,33.58141171902782,0.33205320368788693,100,1,16.166666666666668,16.789523724176917,48.10380345529079
8,10.279524210730422,Female,33.58141171902782,0.33205320368788693,100,1,18.77777777777778,12.308092010288778,40.34657399
8,10.279524210730422,Female,33.58141171902782,0.33205320368788693,100,1,21.38888888888889,9.809780844601436,40.70346978
8,10.279524210730422,Female,33.58141171902782,0.33205320368788693,100,1,24,7.114596272699985,27.38076120255969
,,,,,,,,,
9,19.715323820869603,Male,33.39046289325136,0.3652053806018053,100,0,3.111111111111111,69.35424553766136,3.134857826
9,19.715323820869603,Male,33.39046289325136,0.3652053806018053,100,0,5.722222222222222,52.134005650839896,12.346211363858787
9,19.715323820869603,Male,33.39046289325136,0.3652053806018053,100,0,8.333333333333334,38.08357704526288,2.9232246796940755
9,19.715323820869603,Male,33.39046289325136,0.3652053806018053,100,0,10.944444444444445,28.207457661145057,8.398254802
9,19.715323820869603,Male,33.39046289325136,0.3652053806018053,100,0,13.555555555555555,20.617139648362507,2.5739203985210626
9,19.715323820869603,Male,33.39046289325136,0.3652053806018053,100,0,16.166666666666668,15.581176231846849,1.554693918977505
9,19.715323820869603,Male,33.39046289325136,0.3652053806018053,100,0,18.77777777777778,11.124416880617067,0
9,19.715323820869603,Male,33.39046289325136,0.3652053806018053,100,0,21.38888888888889,8.635562703709478,11.454105141823524
9,19.715323820869603,Male,33.39046289325136,0.3652053806018053,100,0,24,6.298982064061451,2.632257073
10,7.308798703,Male,29.290306951988814,0.32829167398742043,1,1,0.5,0.9641687793645396,2.6064341411758436
10,7.308798703,Male,29.290306951988814,0.32829167398742043,1,1,3.111111111111111,0.6090537096185631,4.7706229368793975
10,7.308798703,Male,29.290306951988814,0.32829167398742043,1,1,5.722222222222222,0.23351286463534784,7.702980795822303
10,7.308798703,Male,29.290306951988814,0.32829167398742043,1,1,8.333333333333334,0.24119317958725228,4.8241444862435685
10,7.308798703,Male,29.290306951988814,0.32829167398742043,1,1,10.944444444444445,0.002409053,1.1502272432756098
10,7.308798703,Male,29.290306951988814,0.32829167398742043,1,1,13.555555555555555,0.2140310933455875,0
10,7.308798703,Male,29.290306951988814,0.32829167398742043,1,1,16.166666666666668,0,0
10,7.308798703,Male,29.290306951988814,0.32829167398742043,1,1,18.77777777777778,0.019788271440700996,3.0778264072890757
10,7.308798703,Male,29.290306951988814,0.32829167398742043,1,1,21.38888888888889,0,0
10,7.308798703,Male,29.290306951988814,0.32829167398742043,1,1,24,0,0
11,12.421266922762593,Male,30.77558931145144,0.3341849513401014,10,1,0.5,9.356163787785595,41.639250395484794
11,12.421266922762593,Male,30.77558931145144,0.3341849513401014,10,1,3.111111111111111,5.871365041429827,28.03485526469924
11,12.421266922762593,Male,30.77558931145144,0.3341849513401014,10,1,5.722222222222222,3.9169422540058663,22.47466565045645
11,12.421266922762593,Male,30.77558931145144,0.3341849513401014,10,1,8.333333333333334,2.6378330719956216,13.108282564958131
11,12.421266922762593,Male,30.77558931145144,0.3341849513401014,10,1,10.944444444444445,1.6954422806051477,6.063851984
11,12.421266922762593,Male,30.77558931145144,0.3341849513401014,10,1,13.555555555555555,1.137350695910401,0
11,12.421266922762593,Male,30.77558931145144,0.3341849513401014,10,1,16.166666666666668,0.6888582522239537,0
11,12.421266922762593,Male,30.77558931145144,0.3341849513401014,10,1,18.77777777777778,0.3291043430210276,0
11,12.421266922762593,Male,30.77558931145144,0.3341849513401014,10,1,21.38888888888889,0.27889233335268276,0.18225951711012967
11,12.421266922762593,Male,30.77558931145144,0.3341849513401014,10,1,24,0.7719093271487676,9.145887816298936
12,10.531539624591783,Female,22.493486195421767,0.3909772750872739,3,1,0.5,3.0615426548685014,19.88225738186305
12,10.531539624591783,Female,22.493486195421767,0.3909772750872739,3,1,3.111111111111111,1.7547009168682917,10.720809192279745
12,10.531539624591783,Female,22.493486195421767,0.3909772750872739,3,1,5.722222222222222,1.1869930033203089,5.185341134996653
12,10.531539624591783,Female,22.493486195421767,0.3909772750872739,3,1,8.333333333333334,1.1554503244996237,2.8907877479169546
12,10.531539624591783,Female,22.493486195421767,0.3909772750872739,3,1,10.944444444444445,0.7937360248062519,4.092675038363941
12,10.531539624591783,Female,22.493486195421767,0.3909772750872739,3,1,13.555555555555555,0.3611361364535357,6.323352382947389
12,10.531539624591783,Female,22.493486195421767,0.3909772750872739,3,1,16.166666666666668,0.2564961464165017,0
12,10.531539624591783,Female,22.493486195421767,0.3909772750872739,3,1,18.77777777777778,0.5207593575316234,1.772239286715359
12,10.531539624591783,Female,22.493486195421767,0.3909772750872739,3,1,21.38888888888889,0,5.550727466308079
12,10.531539624591783,Female,22.493486195421767,0.3909772750872739,3,1,24,0.31042030567498724,4.414034184
13,16.804182220181023,Female,30.493214231904222,0.3580272210739859,1,1,0.5,1.068264502,1.168683155
13,16.804182220181023,Female,30.493214231904222,0.3580272210739859,1,1,3.111111111111111,0.4715980609300809,0
13,16.804182220181023,Female,30.493214231904222,0.3580272210739859,1,1,5.722222222222222,0.06369793,1.7645622334640823
13,16.804182220181023,Female,30.493214231904222,0.3580272210739859,1,1,8.333333333333334,0.26190051179942025,1.652440957492261
13,16.804182220181023,Female,30.493214231904222,0.3580272210739859,1,1,10.944444444444445,0.21859653907224086,0
13,16.804182220181023,Female,30.493214231904222,0.3580272210739859,1,1,13.555555555555555,0.019242098,0
13,16.804182220181023,Female,30.493214231904222,0.3580272210739859,1,1,16.166666666666668,0,0
13,16.804182220181023,Female,30.493214231904222,0.3580272210739859,1,1,18.77777777777778,0.43921685319172266,5.275002340741079
13,16.804182220181023,Female,30.493214231904222,0.3580272210739859,1,1,21.38888888888889,0.3573831514182015,0
13,16.804182220181023,Female,30.493214231904222,0.3580272210739859,1,1,24,0,0
14,12.270786210476583,Female,30.092873765130527,0.3286655115003099,0,1,0.5,0,7.494926870667623
14,12.270786210476583,Female,30.092873765130527,0.3286655115003099,0,1,3.111111111111111,0,3.5871912558975856
14,12.270786210476583,Female,30.092873765130527,0.3286655115003099,0,1,5.722222222222222,0.008460572,6.960390908896094
14,12.270786210476583,Female,30.092873765130527,0.3286655115003099,0,1,8.333333333333334,0,4.595672350848278
14,12.270786210476583,Female,30.092873765130527,0.3286655115003099,0,1,10.944444444444445,0,7.380978984036221
14,12.270786210476583,Female,30.092873765130527,0.3286655115003099,0,1,13.555555555555555,0.24845956420839013,3.035193664
14,12.270786210476583,Female,30.092873765130527,0.3286655115003099,0,1,16.166666666666668,0.30336864816782844,7.301612982791897
14,12.270786210476583,Female,30.092873765130527,0.3286655115003099,0,1,18.77777777777778,0.097630022,6.386307029379548
14,12.270786210476583,Female,30.092873765130527,0.3286655115003099,0,1,21.38888888888889,0,6.158891246491749
14,12.270786210476583,Female,30.092873765130527,0.3286655115003099,0,1,24,0,3.1958294018981253
15,10.074890711935332,Female,29.643983365843614,0.3628628722511037,10,1,0.5,8.541618842404212,32.19022879774256
15,10.074890711935332,Female,29.643983365843614,0.3628628722511037,10,1,3.111111111111111,4.244866917275684,15.951191846301697
15,10.074890711935332,Female,29.643983365843614,0.3628628722511037,10,1,5.722222222222222,2.174965808492915,1.867205618914328
15,10.074890711935332,Female,29.643983365843614,0.3628628722511037,10,1,8.333333333333334,1.2995999861664562,8.576999971453928
15,10.074890711935332,Female,29.643983365843614,0.3628628722511037,10,1,10.944444444444445,0.5590845924976325,3.0996793392600765
15,10.074890711935332,Female,29.643983365843614,0.3628628722511037,10,1,13.555555555555555,0.16381477497600627,0
15,10.074890711935332,Female,29.643983365843614,0.3628628722511037,10,1,16.166666666666668,0,0
15,10.074890711935332,Female,29.643983365843614,0.3628628722511037,10,1,18.77777777777778,0.020637356808146837,0
15,10.074890711935332,Female,29.643983365843614,0.3628628722511037,10,1,21.38888888888889,0,0
15,10.074890711935332,Female,29.643983365843614,0.3628628722511037,10,1,24,0.049425549,70
16,12.90250009675103,Female,31.159312138937196,0.29962455993824116,1,1,0.5,0.46938720797042477,1.5835997724845456
16,12.90250009675103,Female,31.159312138937196,0.29962455993824116,1,1,3.111111111111111,0.666009377,0.2882283684048552
16,12.90250009675103,Female,31.159312138937196,0.29962455993824116,1,1,5.722222222222222,0,0
16,12.90250009675103,Female,31.159312138937196,0.29962455993824116,1,1,8.333333333333334,0.3669769058102095,4.610812705901161
16,12.90250009675103,Female,31.159312138937196,0.29962455993824116,1,1,10.944444444444445,0.097087027,0
16,12.90250009675103,Female,31.159312138937196,0.29962455993824116,1,1,13.555555555555555,0.21561237678339668,0
16,12.90250009675103,Female,31.159312138937196,0.29962455993824116,1,1,16.166666666666668,0.087910554,5.474496163354471
16,12.90250009675103,Female,31.159312138937196,0.29962455993824116,1,1,18.77777777777778,0,5.675479980835322
16,12.90250009675103,Female,31.159312138937196,0.29962455993824116,1,1,21.38888888888889,0.091488534,2.6268761598797514
16,12.90250009675103,Female,31.159312138937196,0.29962455993824116,1,1,24,0.48065607830973883,3.513531555416842
17,14.103741959833105,Female,30.74029920235979,0.4202962272567511,10,1,0.5,9.243771627,33.50851472050403
17,14.103741959833105,Female,30.74029920235979,0.4202962272567511,10,1,3.111111111111111,6.153677737714683,22.930161963181007
17,14.103741959833105,Female,30.74029920235979,0.4202962272567511,10,1,5.722222222222222,4.094385126318677,23.68161960204215
17,14.103741959833105,Female,30.74029920235979,0.4202962272567511,10,1,8.333333333333334,2.839662049837486,12.428891956252922
17,14.103741959833105,Female,30.74029920235979,0.4202962272567511,10,1,10.944444444444445,1.8629402964395023,8.318918489729649
17,14.103741959833105,Female,30.74029920235979,0.4202962272567511,10,1,13.555555555555555,1.3492902030239433,7.501390796225579
17,14.103741959833105,Female,30.74029920235979,0.4202962272567511,10,1,16.166666666666668,0.573325404,1.098463390475897
17,14.103741959833105,Female,30.74029920235979,0.4202962272567511,10,1,18.77777777777778,0.5248004540479837,1.0560702021345614
17,14.103741959833105,Female,30.74029920235979,0.4202962272567511,10,1,21.38888888888889,0.098069227,2.529460198132906
17,14.103741959833105,Female,30.74029920235979,0.4202962272567511,10,1,24,0.3672998861556897,4.034657309122503
18,8.662323588927409,Female,31.61722488053857,0.40999938242913064,100,1,0.5,90.08247832,88.26798344029193
18,8.662323588927409,Female,31.61722488053857,0.40999938242913064,100,1,3.111111111111111,53.124084545075036,82.88038912182233
18,8.662323588927409,Female,31.61722488053857,0.40999938242913064,100,1,5.722222222222222,31.050732088336805,69.27642656011172
18,8.662323588927409,Female,31.61722488053857,0.40999938242913064,100,1,8.333333333333334,18.36282058783598,57.24250630768041
18,8.662323588927409,Female,31.61722488053857,0.40999938242913064,100,1,10.944444444444445,10.621535493547881,32.90633440104234
18,8.662323588927409,Female,31.61722488053857,0.40999938242913064,100,1,13.555555555555555,6.104211622505382,27.42488447862379
18,8.662323588927409,Female,31.61722488053857,0.40999938242913064,100,1,16.166666666666668,3.6786243023939433,17.852428040597115
18,8.662323588927409,Female,31.61722488053857,0.40999938242913064,100,1,18.77777777777778,2.3477620669994534,5.945691154956263
18,8.662323588927409,Female,31.61722488053857,0.40999938242913064,100,1,21.38888888888889,1.2557677220055983,8.034571633
18,8.662323588927409,Female,31.61722488053857,0.40999938242913064,100,1,24,0.4673596120307707,1.7613494865900274
19,10.395537930904835,Female,28.095323669559768,0.3143589730456221,0,1,0.5,0.1776650550141588,10.309787185936935
19,10.395537930904835,Female,28.095323669559768,0.3143589730456221,0,1,3.111111111111111,0,11.78250507275401
19,10.395537930904835,Female,28.095323669559768,0.3143589730456221,0,1,5.722222222222222,0.16189020703096677,3.7441488783745482
19,10.395537930904835,Female,28.095323669559768,0.3143589730456221,0,1,8.333333333333334,0.049171129,2.9349481756507356
19,10.395537930904835,Female,28.095323669559768,0.3143589730456221,0,1,10.944444444444445,0.20125209644541756,15.672379961793574
19,10.395537930904835,Female,28.095323669559768,0.3143589730456221,0,1,13.555555555555555,0,4.351584913252138
19,10.395537930904835,Female,28.095323669559768,0.3143589730456221,0,1,16.166666666666668,0.23102628322639984,11.699382965987203
19,10.395537930904835,Female,28.095323669559768,0.3143589730456221,0,1,18.77777777777778,0.067035765,9.784956384214116
19,10.395537930904835,Female,28.095323669559768,0.3143589730456221,0,1,21.38888888888889,0,10.523688774230157
19,10.395537930904835,Female,28.095323669559768,0.3143589730456221,0,1,24,0.1260300547586352,10.661275213294445
20,15.919471693936018,Female,26.132724284401895,0.30964194386379107,10,1,0.5,8.556966472152789,42.144057981577106
20,15.919471693936018,Female,26.132724284401895,0.30964194386379107,10,1,3.111111111111111,4.266363898809007,21.049645738819333
20,15.919471693936018,Female,26.132724284401895,0.30964194386379107,10,1,5.722222222222222,1.7719098006294112,8.820850808882543
20,15.919471693936018,Female,26.132724284401895,0.30964194386379107,10,1,8.333333333333334,0.7492029636495464,5.5243141740003825
20,15.919471693936018,Female,26.132724284401895,0.30964194386379107,10,1,10.944444444444445,0.7743026443887953,7.5352296992279015
20,15.919471693936018,Female,26.132724284401895,0.30964194386379107,10,1,13.555555555555555,0.5771642207887491,0
20,15.919471693936018,Female,26.132724284401895,0.30964194386379107,10,1,16.166666666666668,0.017820496301688124,0
20,15.919471693936018,Female,26.132724284401895,0.30964194386379107,10,1,18.77777777777778,0.021888186,0
20,15.919471693936018,Female,26.132724284401895,0.30964194386379107,10,1,21.38888888888889,0,0
20,15.919471693936018,Female,26.132724284401895,0.30964194386379107,10,1,24,0.10191927419914176,0
21,9.658120323304138,Male,26.873241054631034,0.3651893965393095,10,1,0.5,9.164690957934718,38.59566663306804
21,9.658120323304138,Male,26.873241054631034,0.3651893965393095,10,1,3.111111111111111,5.803591001320931,21.23115046041026
21,9.658120323304138,Male,26.873241054631034,0.3651893965393095,10,1,5.722222222222222,3.538046974745956,21.330923333522353
21,9.658120323304138,Male,26.873241054631034,0.3651893965393095,10,1,8.333333333333334,2.1024463267973768,8.273683825313547
21,9.658120323304138,Male,26.873241054631034,0.3651893965393095,10,1,10.944444444444445,1.467580113360985,9.223260489729558
21,9.658120323304138,Male,26.873241054631034,0.3651893965393095,10,1,13.555555555555555,1.0059134833046817,2.8974188738585966
21,9.658120323304138,Male,26.873241054631034,0.3651893965393095,10,1,16.166666666666668,0.3035648102700821,0
21,9.658120323304138,Male,26.873241054631034,0.3651893965393095,10,1,18.77777777777778,0.29552176319236834,2.882116823059463
21,9.658120323304138,Male,26.873241054631034,0.3651893965393095,10,1,21.38888888888889,0.6356454893742328,4.110522881655459
21,9.658120323304138,Male,26.873241054631034,0.3651893965393095,10,1,24,0,0
22,14.676737570756377,Male,33.333678929605774,0.3209719140861924,0,1,0.5,0.24261228140176572,2.335418538374173
22,14.676737570756377,Male,33.333678929605774,0.3209719140861924,0,1,3.111111111111111,0,6.404638850886117
22,14.676737570756377,Male,33.333678929605774,0.3209719140861924,0,1,5.722222222222222,0,9.777055433476145
22,14.676737570756377,Male,33.333678929605774,0.3209719140861924,0,1,8.333333333333334,0,5.115555768431754
22,14.676737570756377,Male,33.333678929605774,0.3209719140861924,0,1,10.944444444444445,0.031355551150520806,12.161691932339274
22,14.676737570756377,Male,33.333678929605774,0.3209719140861924,0,1,13.555555555555555,0.28589133944077644,12.459987857508207
22,14.676737570756377,Male,33.333678929605774,0.3209719140861924,0,1,16.166666666666668,0,5.710135674226895
22,14.676737570756377,Male,33.333678929605774,0.3209719140861924,0,1,18.77777777777778,0,8.177291860452293
22,14.676737570756377,Male,33.333678929605774,0.3209719140861924,0,1,21.38888888888889,0.32748823725911574,12.797358221918813
22,14.676737570756377,Male,33.333678929605774,0.3209719140861924,0,1,24,0,0
23,7.4481282103978455,Male,29.461581574464685,0.4165315388180324,3,1,0.5,2.8583615957716515,10.958258899643315
23,7.4481282103978455,Male,29.461581574464685,0.4165315388180324,3,1,3.111111111111111,1.8519152152295115,8.189167643317706
23,7.4481282103978455,Male,29.461581574464685,0.4165315388180324,3,1,5.722222222222222,1.2050121529096216,0.8884289269257959
23,7.4481282103978455,Male,29.461581574464685,0.4165315388180324,3,1,8.333333333333334,1.026969103236646,7.152760847907384
23,7.4481282103978455,Male,29.461581574464685,0.4165315388180324,3,1,10.944444444444445,0.6122338361725402,1.093783792017463
23,7.4481282103978455,Male,29.461581574464685,0.4165315388180324,3,1,13.555555555555555,0.5922687672088633,1.9253060731565983
23,7.4481282103978455,Male,29.461581574464685,0.4165315388180324,3,1,16.166666666666668,0.041394153374346876,0
23,7.4481282103978455,Male,29.461581574464685,0.4165315388180324,3,1,18.77777777777778,0.3129759136760845,4.809125855869928
23,7.4481282103978455,Male,29.461581574464685,0.4165315388180324,3,1,21.38888888888889,0.21985827673196934,0
23,7.4481282103978455,Male,29.461581574464685,0.4165315388180324,3,1,24,0.2922756434368992,4.056053102061835
24,13.25513340981451,Male,24.754230271950945,0.3907063619967344,0,1,0.5,0.22813124858949263,5.657108905725458
24,13.25513340981451,Male,24.754230271950945,0.3907063619967344,0,1,3.111111111111111,0,11.030400033457063
24,13.25513340981451,Male,24.754230271950945,0.3907063619967344,0,1,5.722222222222222,0.053046792,7.915405469
24,13.25513340981451,Male,24.754230271950945,0.3907063619967344,0,1,8.333333333333334,0,2.0017044468919716
24,13.25513340981451,Male,24.754230271950945,0.3907063619967344,0,1,10.944444444444445,0.2349200475914681,5.250492239617478
24,13.25513340981451,Male,24.754230271950945,0.3907063619967344,0,1,13.555555555555555,0.06016928,0.6883722630879134
24,13.25513340981451,Male,24.754230271950945,0.3907063619967344,0,1,16.166666666666668,0.3918190705014284,1.7737847940804299
24,13.25513340981451,Male,24.754230271950945,0.3907063619967344,0,1,18.77777777777778,0,5.128571398605258
24,13.25513340981451,Male,24.754230271950945,0.3907063619967344,0,1,21.38888888888889,0.082772616,3.3474472087052063
24,13.25513340981451,Male,24.754230271950945,0.3907063619967344,0,1,24,0.009468376,10.200828456347214
25,9.973591698640705,Female,26.816683728377445,0.35611604808172515,30,1,0.5,27.77127903456475,67.43797429
25,9.973591698640705,Female,26.816683728377445,0.35611604808172515,30,1,3.111111111111111,18.058430929844256,58.10660544
25,9.973591698640705,Female,26.816683728377445,0.35611604808172515,30,1,5.722222222222222,11.872060660330135,41.422744115155695
25,9.973591698640705,Female,26.816683728377445,0.35611604808172515,30,1,8.333333333333334,7.433321562,28.008069121801505
25,9.973591698640705,Female,26.816683728377445,0.35611604808172515,30,1,10.944444444444445,5.162482104345403,21.088961990428295
25,9.973591698640705,Female,26.816683728377445,0.35611604808172515,30,1,13.555555555555555,3.5518537856886123,16.191512740353527
25,9.973591698640705,Female,26.816683728377445,0.35611604808172515,30,1,16.166666666666668,2.405983545507556,9.069507776026924
25,9.973591698640705,Female,26.816683728377445,0.35611604808172515,30,1,18.77777777777778,5.374973115191227,2.6997963562921097
25,9.973591698640705,Female,26.816683728377445,0.35611604808172515,30,1,21.38888888888889,0.8767398914393176,3.925812809926165
25,9.973591698640705,Female,26.816683728377445,0.35611604808172515,30,1,24,0.3086209445974249,0
26,16.83414760380288,Male,22.146529386558758,0.30876389554688416,10,1,0.5,9.883862373,35.215292641116946
26,16.83414760380288,Male,22.146529386558758,0.30876389554688416,10,1,3.111111111111111,7.402538290434846,32.33275356192492
